# == pyFAI calibration ==
# Distance Sample to Detector: 0.5717115570308332 m
# PONI: 1.291e-01, 1.314e-01 m
# Rotations: 0.000000 0.000000 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 571.712 mm
# Center: x=763.724, y=750.752 pix
# Tilt: 0.000 deg  TiltPlanRot: 0.000 deg
# 
# Detector Pilatus CdTe 2M	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 1.17e-11 m
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> C:/Users/tdouglas/Documents/SHS/data_for_kaushik/Gain_corrected\NiAl8_pt003sec_00000.xy
#       2th_deg             I 
  1.215578e+01    1.149569e+01
  1.216374e+01    1.114757e+01
  1.217169e+01    1.082778e+01
  1.217964e+01    1.045148e+01
  1.218760e+01    1.014168e+01
  1.219555e+01    9.865031e+00
  1.220350e+01    9.640559e+00
  1.221145e+01    9.466671e+00
  1.221941e+01    9.390611e+00
  1.222736e+01    9.299740e+00
  1.223531e+01    9.226626e+00
  1.224327e+01    9.175719e+00
  1.225122e+01    9.169172e+00
  1.225917e+01    9.165087e+00
  1.226712e+01    9.132200e+00
  1.227508e+01    9.123324e+00
  1.228303e+01    9.113992e+00
  1.229098e+01    9.144586e+00
  1.229893e+01    9.242977e+00
  1.230689e+01    9.332964e+00
  1.231484e+01    9.356894e+00
  1.232279e+01    9.394216e+00
  1.233075e+01    9.471748e+00
  1.233870e+01    9.548885e+00
  1.234665e+01    9.624774e+00
  1.235460e+01    9.711133e+00
  1.236256e+01    9.847013e+00
  1.237051e+01    1.004008e+01
  1.237846e+01    1.029344e+01
  1.238641e+01    1.065232e+01
  1.239437e+01    1.096577e+01
  1.240232e+01    1.130140e+01
  1.241027e+01    1.158875e+01
  1.241823e+01    1.189637e+01
  1.242618e+01    1.220252e+01
  1.243413e+01    1.247266e+01
  1.244208e+01    1.267263e+01
  1.245004e+01    1.276019e+01
  1.245799e+01    1.281403e+01
  1.246594e+01    1.287245e+01
  1.247389e+01    1.298220e+01
  1.248185e+01    1.303571e+01
  1.248980e+01    1.304890e+01
  1.249775e+01    1.309853e+01
  1.250571e+01    1.320983e+01
  1.251366e+01    1.337107e+01
  1.252161e+01    1.351397e+01
  1.252956e+01    1.365655e+01
  1.253752e+01    1.385276e+01
  1.254547e+01    1.410862e+01
  1.255342e+01    1.433941e+01
  1.256138e+01    1.450739e+01
  1.256933e+01    1.474083e+01
  1.257728e+01    1.484561e+01
  1.258523e+01    1.482592e+01
  1.259319e+01    1.472960e+01
  1.260114e+01    1.456537e+01
  1.260909e+01    1.436071e+01
  1.261704e+01    1.414168e+01
  1.262500e+01    1.394842e+01
  1.263295e+01    1.439516e+01
  1.264090e+01    1.460516e+01
  1.264886e+01    1.469309e+01
  1.265681e+01    1.482494e+01
  1.266476e+01    1.500861e+01
  1.267271e+01    1.514895e+01
  1.268067e+01    1.527574e+01
  1.268862e+01    1.540209e+01
  1.269657e+01    1.557839e+01
  1.270452e+01    1.549943e+01
  1.271248e+01    1.537014e+01
  1.272043e+01    1.532141e+01
  1.272838e+01    1.509327e+01
  1.273634e+01    1.432174e+01
  1.274429e+01    1.364396e+01
  1.275224e+01    1.299549e+01
  1.276019e+01    1.255580e+01
  1.276815e+01    1.220327e+01
  1.277610e+01    1.182943e+01
  1.278405e+01    1.147205e+01
  1.279201e+01    1.114946e+01
  1.279996e+01    1.087732e+01
  1.280791e+01    1.062954e+01
  1.281586e+01    1.038908e+01
  1.282382e+01    1.015333e+01
  1.283177e+01    1.010365e+01
  1.283972e+01    1.005443e+01
  1.284767e+01    9.974607e+00
  1.285563e+01    9.833672e+00
  1.286358e+01    9.727608e+00
  1.287153e+01    9.643877e+00
  1.287949e+01    9.558468e+00
  1.288744e+01    9.489392e+00
  1.289539e+01    9.515162e+00
  1.290334e+01    9.508122e+00
  1.291130e+01    9.419128e+00
  1.291925e+01    9.302561e+00
  1.292720e+01    9.300784e+00
  1.293515e+01    9.328242e+00
  1.294311e+01    9.322009e+00
  1.295106e+01    9.224140e+00
  1.295901e+01    9.181031e+00
  1.296697e+01    9.115771e+00
  1.297492e+01    9.122505e+00
  1.298287e+01    9.116521e+00
  1.299082e+01    9.056424e+00
  1.299878e+01    9.034884e+00
  1.300673e+01    9.074073e+00
  1.301468e+01    9.100733e+00
  1.302263e+01    9.045591e+00
  1.303059e+01    9.022412e+00
  1.303854e+01    8.961090e+00
  1.304649e+01    8.959436e+00
  1.305445e+01    8.932255e+00
  1.306240e+01    8.927550e+00
  1.307035e+01    8.969764e+00
  1.307830e+01    9.063039e+00
  1.308626e+01    9.153747e+00
  1.309421e+01    9.163765e+00
  1.310216e+01    9.267940e+00
  1.311012e+01    9.285091e+00
  1.311807e+01    9.339493e+00
  1.312602e+01    9.366208e+00
  1.313397e+01    9.478447e+00
  1.314193e+01    9.499798e+00
  1.314988e+01    9.491714e+00
  1.315783e+01    9.510220e+00
  1.316578e+01    9.480138e+00
  1.317374e+01    9.491910e+00
  1.318169e+01    9.457127e+00
  1.318964e+01    9.465245e+00
  1.319760e+01    9.415414e+00
  1.320555e+01    9.364625e+00
  1.321350e+01    9.350604e+00
  1.322145e+01    9.395686e+00
  1.322941e+01    9.368410e+00
  1.323736e+01    9.385661e+00
  1.324531e+01    9.480081e+00
  1.325326e+01    9.565323e+00
  1.326122e+01    9.600737e+00
  1.326917e+01    9.594792e+00
  1.327712e+01    9.559535e+00
  1.328508e+01    9.557886e+00
  1.329303e+01    9.528521e+00
  1.330098e+01    9.475156e+00
  1.330893e+01    9.343951e+00
  1.331689e+01    9.256652e+00
  1.332484e+01    9.212625e+00
  1.333279e+01    9.194390e+00
  1.334075e+01    9.134795e+00
  1.334870e+01    9.081120e+00
  1.335665e+01    9.034752e+00
  1.336460e+01    8.970739e+00
  1.337256e+01    8.924932e+00
  1.338051e+01    8.931963e+00
  1.338846e+01    8.947390e+00
  1.339641e+01    8.956673e+00
  1.340437e+01    8.909142e+00
  1.341232e+01    8.850381e+00
  1.342027e+01    8.791445e+00
  1.342823e+01    8.807920e+00
  1.343618e+01    8.829573e+00
  1.344413e+01    8.878119e+00
  1.345208e+01    8.967126e+00
  1.346004e+01    9.128419e+00
  1.346799e+01    9.281354e+00
  1.347594e+01    9.450359e+00
  1.348389e+01    9.632818e+00
  1.349185e+01    9.971416e+00
  1.349980e+01    1.028588e+01
  1.350775e+01    1.069324e+01
  1.351571e+01    1.109863e+01
  1.352366e+01    1.144283e+01
  1.353161e+01    1.176761e+01
  1.353956e+01    1.207593e+01
  1.354752e+01    1.236826e+01
  1.355547e+01    1.251136e+01
  1.356342e+01    1.259211e+01
  1.357138e+01    1.271671e+01
  1.357933e+01    1.284220e+01
  1.358728e+01    1.288966e+01
  1.359523e+01    1.292579e+01
  1.360319e+01    1.293439e+01
  1.361114e+01    1.304554e+01
  1.361909e+01    1.318782e+01
  1.362704e+01    1.342130e+01
  1.363500e+01    1.353887e+01
  1.364295e+01    1.367235e+01
  1.365090e+01    1.379487e+01
  1.365886e+01    1.388919e+01
  1.366681e+01    1.407012e+01
  1.367476e+01    1.421907e+01
  1.368271e+01    1.430643e+01
  1.369067e+01    1.431370e+01
  1.369862e+01    1.429084e+01
  1.370657e+01    1.414444e+01
  1.371452e+01    1.395402e+01
  1.372248e+01    1.379904e+01
  1.373043e+01    1.359411e+01
  1.373838e+01    1.325062e+01
  1.374634e+01    1.279663e+01
  1.375429e+01    1.236492e+01
  1.376224e+01    1.205787e+01
  1.377019e+01    1.181113e+01
  1.377815e+01    1.162311e+01
  1.378610e+01    1.145256e+01
  1.379405e+01    1.118871e+01
  1.380200e+01    1.099830e+01
  1.380996e+01    1.081492e+01
  1.381791e+01    1.076837e+01
  1.382586e+01    1.063893e+01
  1.383382e+01    1.050658e+01
  1.384177e+01    1.034621e+01
  1.384972e+01    1.020634e+01
  1.385767e+01    1.008045e+01
  1.386563e+01    9.988420e+00
  1.387358e+01    9.860070e+00
  1.388153e+01    9.742743e+00
  1.388949e+01    9.547152e+00
  1.389744e+01    9.323313e+00
  1.390539e+01    9.156740e+00
  1.391334e+01    9.097725e+00
  1.392130e+01    9.067838e+00
  1.392925e+01    8.988498e+00
  1.393720e+01    8.917720e+00
  1.394515e+01    8.872609e+00
  1.395311e+01    8.869646e+00
  1.396106e+01    8.791799e+00
  1.396901e+01    8.726441e+00
  1.397697e+01    8.691279e+00
  1.398492e+01    8.690505e+00
  1.399287e+01    8.644331e+00
  1.400082e+01    8.628628e+00
  1.400878e+01    8.674329e+00
  1.401673e+01    8.649622e+00
  1.402468e+01    8.626165e+00
  1.403263e+01    8.581534e+00
  1.404059e+01    8.591723e+00
  1.404854e+01    8.547665e+00
  1.405649e+01    8.591140e+00
  1.406445e+01    8.607762e+00
  1.407240e+01    8.606690e+00
  1.408035e+01    8.613367e+00
  1.408830e+01    8.667652e+00
  1.409626e+01    8.744540e+00
  1.410421e+01    8.798592e+00
  1.411216e+01    8.901946e+00
  1.412012e+01    9.021568e+00
  1.412807e+01    9.145997e+00
  1.413602e+01    9.305160e+00
  1.414397e+01    9.513465e+00
  1.415193e+01    9.810163e+00
  1.415988e+01    1.008455e+01
  1.416783e+01    1.030928e+01
  1.417578e+01    1.044919e+01
  1.418374e+01    1.059986e+01
  1.419169e+01    1.075248e+01
  1.419964e+01    1.095238e+01
  1.420760e+01    1.113801e+01
  1.421555e+01    1.121118e+01
  1.422350e+01    1.119342e+01
  1.423145e+01    1.123291e+01
  1.423941e+01    1.124964e+01
  1.424736e+01    1.121826e+01
  1.425531e+01    1.120738e+01
  1.426326e+01    1.124120e+01
  1.427122e+01    1.127294e+01
  1.427917e+01    1.128329e+01
  1.428712e+01    1.125022e+01
  1.429508e+01    1.121056e+01
  1.430303e+01    1.130836e+01
  1.431098e+01    1.136181e+01
  1.431893e+01    1.140574e+01
  1.432689e+01    1.128647e+01
  1.433484e+01    1.128781e+01
  1.434279e+01    1.124671e+01
  1.435074e+01    1.125254e+01
  1.435870e+01    1.122574e+01
  1.436665e+01    1.121903e+01
  1.437460e+01    1.116821e+01
  1.438256e+01    1.101741e+01
  1.439051e+01    1.080371e+01
  1.439846e+01    1.054441e+01
  1.440641e+01    1.035422e+01
  1.441437e+01    1.008406e+01
  1.442232e+01    9.815949e+00
  1.443027e+01    9.542878e+00
  1.443823e+01    9.377294e+00
  1.444618e+01    9.248725e+00
  1.445413e+01    9.125805e+00
  1.446208e+01    9.003982e+00
  1.447004e+01    8.993310e+00
  1.447799e+01    9.007632e+00
  1.448594e+01    9.061649e+00
  1.449389e+01    9.126945e+00
  1.450185e+01    9.243864e+00
  1.450980e+01    9.399235e+00
  1.451775e+01    9.594622e+00
  1.452571e+01    9.831240e+00
  1.453366e+01    1.007993e+01
  1.454161e+01    1.030234e+01
  1.454956e+01    1.060505e+01
  1.455752e+01    1.092523e+01
  1.456547e+01    1.122868e+01
  1.457342e+01    1.136630e+01
  1.458137e+01    1.146176e+01
  1.458933e+01    1.148723e+01
  1.459728e+01    1.160121e+01
  1.460523e+01    1.166916e+01
  1.461319e+01    1.167533e+01
  1.462114e+01    1.165340e+01
  1.462909e+01    1.164784e+01
  1.463704e+01    1.168632e+01
  1.464500e+01    1.169925e+01
  1.465295e+01    1.173908e+01
  1.466090e+01    1.167417e+01
  1.466886e+01    1.166264e+01
  1.467681e+01    1.169050e+01
  1.468476e+01    1.162809e+01
  1.469271e+01    1.156772e+01
  1.470067e+01    1.152173e+01
  1.470862e+01    1.152469e+01
  1.471657e+01    1.148529e+01
  1.472452e+01    1.157304e+01
  1.473248e+01    1.159061e+01
  1.474043e+01    1.160094e+01
  1.474838e+01    1.153652e+01
  1.475634e+01    1.134074e+01
  1.476429e+01    1.109388e+01
  1.477224e+01    1.078583e+01
  1.478019e+01    1.050897e+01
  1.478815e+01    1.022457e+01
  1.479610e+01    9.996128e+00
  1.480405e+01    9.752378e+00
  1.481200e+01    9.477271e+00
  1.481996e+01    9.206072e+00
  1.482791e+01    8.939923e+00
  1.483586e+01    8.711691e+00
  1.484382e+01    8.461502e+00
  1.485177e+01    8.268280e+00
  1.485972e+01    8.165262e+00
  1.486767e+01    8.110189e+00
  1.487563e+01    8.079803e+00
  1.488358e+01    8.099991e+00
  1.489153e+01    8.077211e+00
  1.489948e+01    8.096214e+00
  1.490744e+01    8.074632e+00
  1.491539e+01    8.035509e+00
  1.492334e+01    7.939297e+00
  1.493130e+01    7.958599e+00
  1.493925e+01    8.040539e+00
  1.494720e+01    8.030898e+00
  1.495515e+01    7.932726e+00
  1.496311e+01    7.885356e+00
  1.497106e+01    7.887450e+00
  1.497901e+01    7.889338e+00
  1.498697e+01    7.905592e+00
  1.499492e+01    7.908389e+00
  1.500287e+01    7.880235e+00
  1.501082e+01    7.892330e+00
  1.501878e+01    7.850164e+00
  1.502673e+01    7.859523e+00
  1.503468e+01    7.801754e+00
  1.504263e+01    7.794911e+00
  1.505059e+01    7.767159e+00
  1.505854e+01    7.781261e+00
  1.506649e+01    7.834470e+00
  1.507445e+01    7.867087e+00
  1.508240e+01    7.844745e+00
  1.509035e+01    7.726921e+00
  1.509830e+01    7.700006e+00
  1.510626e+01    7.728970e+00
  1.511421e+01    7.771500e+00
  1.512216e+01    7.832915e+00
  1.513011e+01    7.842250e+00
  1.513807e+01    7.805222e+00
  1.514602e+01    7.749931e+00
  1.515397e+01    7.828837e+00
  1.516193e+01    7.939179e+00
  1.516988e+01    7.951027e+00
  1.517783e+01    7.834996e+00
  1.518578e+01    7.823531e+00
  1.519374e+01    7.815080e+00
  1.520169e+01    7.824205e+00
  1.520964e+01    7.810531e+00
  1.521760e+01    7.865718e+00
  1.522555e+01    7.860234e+00
  1.523350e+01    7.846385e+00
  1.524145e+01    7.802143e+00
  1.524941e+01    7.795910e+00
  1.525736e+01    7.762293e+00
  1.526531e+01    7.753958e+00
  1.527326e+01    7.781033e+00
  1.528122e+01    7.782709e+00
  1.528917e+01    7.717241e+00
  1.529712e+01    7.648960e+00
  1.530508e+01    7.635279e+00
  1.531303e+01    7.694531e+00
  1.532098e+01    7.662471e+00
  1.532893e+01    7.613620e+00
  1.533689e+01    7.598508e+00
  1.534484e+01    7.598594e+00
  1.535279e+01    7.593485e+00
  1.536074e+01    7.694329e+00
  1.536870e+01    7.771444e+00
  1.537665e+01    7.772082e+00
  1.538460e+01    7.699948e+00
  1.539256e+01    7.734114e+00
  1.540051e+01    7.717750e+00
  1.540846e+01    7.705710e+00
  1.541641e+01    7.678012e+00
  1.542437e+01    7.686947e+00
  1.543232e+01    7.682974e+00
  1.544027e+01    7.622431e+00
  1.544822e+01    7.536078e+00
  1.545618e+01    7.560997e+00
  1.546413e+01    7.682692e+00
  1.547208e+01    7.735567e+00
  1.548004e+01    7.768571e+00
  1.548799e+01    7.814904e+00
  1.549594e+01    7.885486e+00
  1.550389e+01    7.972938e+00
  1.551185e+01    7.988189e+00
  1.551980e+01    8.057307e+00
  1.552775e+01    8.127421e+00
  1.553571e+01    8.190272e+00
  1.554366e+01    8.158679e+00
  1.555161e+01    8.187259e+00
  1.555956e+01    8.273716e+00
  1.556752e+01    8.345309e+00
  1.557547e+01    8.323318e+00
  1.558342e+01    8.406175e+00
  1.559137e+01    8.502130e+00
  1.559933e+01    8.605880e+00
  1.560728e+01    8.709061e+00
  1.561523e+01    8.804156e+00
  1.562319e+01    8.863499e+00
  1.563114e+01    8.940227e+00
  1.563909e+01    9.056681e+00
  1.564704e+01    9.234210e+00
  1.565500e+01    9.380260e+00
  1.566295e+01    9.449462e+00
  1.567090e+01    9.492315e+00
  1.567885e+01    9.563046e+00
  1.568681e+01    9.600828e+00
  1.569476e+01    9.628006e+00
  1.570271e+01    9.637833e+00
  1.571067e+01    9.690001e+00
  1.571862e+01    9.578217e+00
  1.572657e+01    9.497564e+00
  1.573452e+01    9.435454e+00
  1.574248e+01    9.451694e+00
  1.575043e+01    9.547770e+00
  1.575838e+01    9.738051e+00
  1.576634e+01    9.685805e+00
  1.577429e+01    9.580285e+00
  1.578224e+01    9.392087e+00
  1.579019e+01    9.304956e+00
  1.579815e+01    9.247439e+00
  1.580610e+01    9.245106e+00
  1.581405e+01    9.273349e+00
  1.582200e+01    9.185894e+00
  1.582996e+01    9.059522e+00
  1.583791e+01    9.024511e+00
  1.584586e+01    9.058644e+00
  1.585382e+01    9.023916e+00
  1.586177e+01    8.915392e+00
  1.586972e+01    8.831589e+00
  1.587767e+01    8.748109e+00
  1.588563e+01    8.655828e+00
  1.589358e+01    8.569266e+00
  1.590153e+01    8.441358e+00
  1.590948e+01    8.355182e+00
  1.591744e+01    8.159968e+00
  1.592539e+01    8.046721e+00
  1.593334e+01    7.921118e+00
  1.594130e+01    7.853400e+00
  1.594925e+01    7.837948e+00
  1.595720e+01    7.829149e+00
  1.596515e+01    7.824912e+00
  1.597311e+01    7.832328e+00
  1.598106e+01    7.795232e+00
  1.598901e+01    7.749161e+00
  1.599697e+01    7.767559e+00
  1.600492e+01    7.820150e+00
  1.601287e+01    7.829367e+00
  1.602082e+01    7.926444e+00
  1.602878e+01    7.909215e+00
  1.603673e+01    7.954769e+00
  1.604468e+01    7.923520e+00
  1.605263e+01    7.971748e+00
  1.606059e+01    7.985667e+00
  1.606854e+01    7.956214e+00
  1.607649e+01    8.064169e+00
  1.608445e+01    8.127835e+00
  1.609240e+01    8.257821e+00
  1.610035e+01    8.342993e+00
  1.610830e+01    8.450675e+00
  1.611626e+01    8.563538e+00
  1.612421e+01    8.663502e+00
  1.613216e+01    8.631659e+00
  1.614011e+01    8.506977e+00
  1.614807e+01    8.491656e+00
  1.615602e+01    8.582986e+00
  1.616397e+01    8.558873e+00
  1.617193e+01    8.531125e+00
  1.617988e+01    8.538035e+00
  1.618783e+01    8.573005e+00
  1.619578e+01    8.507504e+00
  1.620374e+01    8.571579e+00
  1.621169e+01    8.659832e+00
  1.621964e+01    8.700031e+00
  1.622759e+01    8.698985e+00
  1.623555e+01    8.709865e+00
  1.624350e+01    8.720053e+00
  1.625145e+01    8.643285e+00
  1.625941e+01    8.629568e+00
  1.626736e+01    8.703927e+00
  1.627531e+01    8.774104e+00
  1.628326e+01    8.646433e+00
  1.629122e+01    8.535874e+00
  1.629917e+01    8.540920e+00
  1.630712e+01    8.649229e+00
  1.631508e+01    8.734142e+00
  1.632303e+01    8.779564e+00
  1.633098e+01    8.663586e+00
  1.633893e+01    8.457310e+00
  1.634689e+01    8.304064e+00
  1.635484e+01    8.372307e+00
  1.636279e+01    8.435775e+00
  1.637074e+01    8.403301e+00
  1.637870e+01    8.389722e+00
  1.638665e+01    8.316553e+00
  1.639460e+01    8.322354e+00
  1.640256e+01    8.341862e+00
  1.641051e+01    8.449775e+00
  1.641846e+01    8.565205e+00
  1.642641e+01    8.674304e+00
  1.643437e+01    8.841167e+00
  1.644232e+01    8.936158e+00
  1.645027e+01    9.011608e+00
  1.645822e+01    9.082350e+00
  1.646618e+01    9.038404e+00
  1.647413e+01    9.038509e+00
  1.648208e+01    9.042031e+00
  1.649004e+01    9.118216e+00
  1.649799e+01    9.101387e+00
  1.650594e+01    9.107393e+00
  1.651389e+01    9.140485e+00
  1.652185e+01    9.308607e+00
  1.652980e+01    9.461305e+00
  1.653775e+01    9.474874e+00
  1.654571e+01    9.284295e+00
  1.655366e+01    9.226740e+00
  1.656161e+01    9.287393e+00
  1.656956e+01    9.426546e+00
  1.657752e+01    9.349754e+00
  1.658547e+01    9.176823e+00
  1.659342e+01    9.092603e+00
  1.660137e+01    9.126461e+00
  1.660933e+01    9.278994e+00
  1.661728e+01    9.362271e+00
  1.662523e+01    9.429914e+00
  1.663319e+01    9.299525e+00
  1.664114e+01    9.223738e+00
  1.664909e+01    9.223694e+00
  1.665704e+01    9.148412e+00
  1.666500e+01    9.054519e+00
  1.667295e+01    8.995020e+00
  1.668090e+01    8.906683e+00
  1.668885e+01    8.834154e+00
  1.669681e+01    8.783636e+00
  1.670476e+01    8.867861e+00
  1.671271e+01    8.861897e+00
  1.672067e+01    8.751481e+00
  1.672862e+01    8.545888e+00
  1.673657e+01    8.442870e+00
  1.674452e+01    8.356400e+00
  1.675248e+01    8.267870e+00
  1.676043e+01    8.128068e+00
  1.676838e+01    8.162272e+00
  1.677633e+01    8.104427e+00
  1.678429e+01    8.147954e+00
  1.679224e+01    8.034148e+00
  1.680019e+01    7.966143e+00
  1.680815e+01    7.865390e+00
  1.681610e+01    7.826150e+00
  1.682405e+01    7.844433e+00
  1.683200e+01    7.855410e+00
  1.683996e+01    7.785194e+00
  1.684791e+01    7.708208e+00
  1.685586e+01    7.656435e+00
  1.686382e+01    7.733856e+00
  1.687177e+01    7.713309e+00
  1.687972e+01    7.739316e+00
  1.688767e+01    7.674002e+00
  1.689563e+01    7.658746e+00
  1.690358e+01    7.691730e+00
  1.691153e+01    7.689653e+00
  1.691948e+01    7.630170e+00
  1.692744e+01    7.561554e+00
  1.693539e+01    7.569257e+00
  1.694334e+01    7.648369e+00
  1.695130e+01    7.778228e+00
  1.695925e+01    7.943664e+00
  1.696720e+01    8.010192e+00
  1.697515e+01    8.110802e+00
  1.698311e+01    8.170300e+00
  1.699106e+01    8.137003e+00
  1.699901e+01    7.998669e+00
  1.700696e+01    7.976421e+00
  1.701492e+01    7.968287e+00
  1.702287e+01    7.884359e+00
  1.703082e+01    7.856216e+00
  1.703878e+01    7.832939e+00
  1.704673e+01    7.936944e+00
  1.705468e+01    7.931891e+00
  1.706263e+01    8.034679e+00
  1.707059e+01    8.008284e+00
  1.707854e+01    7.915311e+00
  1.708649e+01    7.807531e+00
  1.709445e+01    7.815377e+00
  1.710240e+01    7.930902e+00
  1.711035e+01    7.879755e+00
  1.711830e+01    7.903318e+00
  1.712626e+01    7.832223e+00
  1.713421e+01    7.751863e+00
  1.714216e+01    7.672634e+00
  1.715011e+01    7.781049e+00
  1.715807e+01    7.903342e+00
  1.716602e+01    7.882932e+00
  1.717397e+01    7.798899e+00
  1.718193e+01    7.746961e+00
  1.718988e+01    7.741344e+00
  1.719783e+01    7.843481e+00
  1.720578e+01    7.826203e+00
  1.721374e+01    7.828958e+00
  1.722169e+01    7.703646e+00
  1.722964e+01    7.640200e+00
  1.723759e+01    7.599641e+00
  1.724555e+01    7.684905e+00
  1.725350e+01    7.661441e+00
  1.726145e+01    7.514597e+00
  1.726941e+01    7.516996e+00
  1.727736e+01    7.505906e+00
  1.728531e+01    7.566997e+00
  1.729326e+01    7.596078e+00
  1.730122e+01    7.648966e+00
  1.730917e+01    7.679831e+00
  1.731712e+01    7.581913e+00
  1.732507e+01    7.549484e+00
  1.733303e+01    7.541748e+00
  1.734098e+01    7.760470e+00
  1.734893e+01    7.850986e+00
  1.735689e+01    7.962219e+00
  1.736484e+01    7.948601e+00
  1.737279e+01    8.044641e+00
  1.738074e+01    8.140240e+00
  1.738870e+01    8.148965e+00
  1.739665e+01    8.149377e+00
  1.740460e+01    8.024580e+00
  1.741256e+01    8.055557e+00
  1.742051e+01    8.112593e+00
  1.742846e+01    8.207644e+00
  1.743641e+01    8.235243e+00
  1.744437e+01    8.219241e+00
  1.745232e+01    8.215570e+00
  1.746027e+01    8.244208e+00
  1.746822e+01    8.252650e+00
  1.747618e+01    8.192614e+00
  1.748413e+01    8.261100e+00
  1.749208e+01    8.284500e+00
  1.750004e+01    8.240162e+00
  1.750799e+01    7.980076e+00
  1.751594e+01    8.098348e+00
  1.752389e+01    8.208220e+00
  1.753185e+01    8.308466e+00
  1.753980e+01    8.115589e+00
  1.754775e+01    8.068143e+00
  1.755570e+01    7.953587e+00
  1.756366e+01    7.872569e+00
  1.757161e+01    7.744576e+00
  1.757956e+01    7.687116e+00
  1.758752e+01    7.641532e+00
  1.759547e+01    7.639902e+00
  1.760342e+01    7.621312e+00
  1.761137e+01    7.559970e+00
  1.761933e+01    7.451109e+00
  1.762728e+01    7.419498e+00
  1.763523e+01    7.471563e+00
  1.764319e+01    7.419405e+00
  1.765114e+01    7.384890e+00
  1.765909e+01    7.243814e+00
  1.766704e+01    7.090532e+00
  1.767500e+01    6.914704e+00
  1.768295e+01    6.859071e+00
  1.769090e+01    6.893349e+00
  1.769885e+01    7.016764e+00
  1.770681e+01    6.979993e+00
  1.771476e+01    6.860239e+00
  1.772271e+01    6.757497e+00
  1.773067e+01    6.643576e+00
  1.773862e+01    6.642440e+00
  1.774657e+01    6.599974e+00
  1.775452e+01    6.694338e+00
  1.776248e+01    6.615792e+00
  1.777043e+01    6.568325e+00
  1.777838e+01    6.420047e+00
  1.778633e+01    6.352936e+00
  1.779429e+01    6.300309e+00
  1.780224e+01    6.374224e+00
  1.781019e+01    6.325479e+00
  1.781815e+01    6.300558e+00
  1.782610e+01    6.180473e+00
  1.783405e+01    6.066019e+00
  1.784200e+01    5.908102e+00
  1.784996e+01    5.817175e+00
  1.785791e+01    5.848547e+00
  1.786586e+01    5.847666e+00
  1.787382e+01    5.902735e+00
  1.788177e+01    5.879940e+00
  1.788972e+01    5.840228e+00
  1.789767e+01    5.781112e+00
  1.790563e+01    5.705778e+00
  1.791358e+01    5.773132e+00
  1.792153e+01    5.846882e+00
  1.792948e+01    5.802584e+00
  1.793744e+01    5.736220e+00
  1.794539e+01    5.776170e+00
  1.795334e+01    5.843045e+00
  1.796130e+01    5.769472e+00
  1.796925e+01    5.707645e+00
  1.797720e+01    5.604717e+00
  1.798515e+01    5.667621e+00
  1.799311e+01    5.726545e+00
  1.800106e+01    5.833643e+00
  1.800901e+01    5.685549e+00
  1.801696e+01    5.737199e+00
  1.802492e+01    5.810120e+00
  1.803287e+01    5.854045e+00
  1.804082e+01    5.796079e+00
  1.804878e+01    5.860034e+00
  1.805673e+01    5.961238e+00
  1.806468e+01    5.911590e+00
  1.807263e+01    5.802646e+00
  1.808059e+01    5.726801e+00
  1.808854e+01    5.786363e+00
  1.809649e+01    5.740201e+00
  1.810444e+01    5.741350e+00
  1.811240e+01    5.672765e+00
  1.812035e+01    5.791213e+00
  1.812830e+01    5.772435e+00
  1.813626e+01    5.716500e+00
  1.814421e+01    5.662306e+00
  1.815216e+01    5.691469e+00
  1.816011e+01    5.819766e+00
  1.816807e+01    5.892494e+00
  1.817602e+01    5.907794e+00
  1.818397e+01    5.830667e+00
  1.819193e+01    5.844721e+00
  1.819988e+01    5.962782e+00
  1.820783e+01    5.993991e+00
  1.821578e+01    6.049258e+00
  1.822374e+01    5.897195e+00
  1.823169e+01    5.865407e+00
  1.823964e+01    5.786607e+00
  1.824759e+01    5.746993e+00
  1.825555e+01    5.740215e+00
  1.826350e+01    5.817378e+00
  1.827145e+01    5.992293e+00
  1.827941e+01    6.055672e+00
  1.828736e+01    6.074726e+00
  1.829531e+01    5.979492e+00
  1.830326e+01    5.968337e+00
  1.831122e+01    5.828806e+00
  1.831917e+01    5.795582e+00
  1.832712e+01    5.778819e+00
  1.833507e+01    5.897292e+00
  1.834303e+01    5.965383e+00
  1.835098e+01    6.015290e+00
  1.835893e+01    5.971378e+00
  1.836689e+01    5.873706e+00
  1.837484e+01    5.779523e+00
  1.838279e+01    5.815034e+00
  1.839074e+01    5.879845e+00
  1.839870e+01    5.881172e+00
  1.840665e+01    5.763531e+00
  1.841460e+01    5.635057e+00
  1.842256e+01    5.541223e+00
  1.843051e+01    5.511259e+00
  1.843846e+01    5.639850e+00
  1.844641e+01    5.767957e+00
  1.845437e+01    5.761089e+00
  1.846232e+01    5.577934e+00
  1.847027e+01    5.371002e+00
  1.847822e+01    5.363177e+00
  1.848618e+01    5.526796e+00
  1.849413e+01    5.591960e+00
  1.850208e+01    5.451302e+00
